# A,B,C,D,E,F
1.843772691958879022e+03,2.230737784497279790e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.629369010635785799e+03,2.090610214240422465e+03
1.949556410576131611e+03,2.775053981337245204e+03,2.090610214240422465e+03,2.332537111502635526e+03,2.876853308342600030e+03,2.575390242172281432e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.934826161370746377e+03,2.730932450044600046e+03,2.629369010635785799e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.342185476692411612e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.474457216646895176e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.384208954936921600e+03,2.730932450044600046e+03,2.090610214240422465e+03,2.775053981337245204e+03,3.143307033775710806e+03
3.040094534409294283e+03,3.202652083254196441e+03,2.774843905890881615e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.090610214240422465e+03,2.090610214240422465e+03,2.774599523122894425e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.090610214240422465e+03
2.332537111502635526e+03,2.090610214240422465e+03,2.473590915166926607e+03,2.230737784497279790e+03,2.090610214240422465e+03,2.090610214240422465e+03
2.893044035846595762e+03,1.473640151406104906e+03,2.474457216646895176e+03,2.474457216646895176e+03,2.384208954936921600e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,2.999238642292578334e+03,2.474457216646895176e+03,1.473640151406104906e+03,2.686600843305591297e+03,1.843772691958879022e+03
2.775053981337245204e+03,1.949556410576131611e+03,1.473640151406104906e+03,2.730932450044600046e+03,1.843772691958879022e+03,2.629369010635785799e+03
2.332537111502635526e+03,2.888648756405968925e+03,2.630767019236302531e+03,3.143307033775710806e+03,2.230737784497279790e+03,2.332537111502635526e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.949556410576131611e+03,1.473640151406104906e+03,2.090610214240422465e+03
2.230737784497279790e+03,2.230737784497279790e+03,2.332537111502635526e+03,2.332537111502635526e+03,2.332537111502635526e+03,2.332537111502635526e+03
2.230737784497279790e+03,1.843772691958879022e+03,2.886105943780209600e+03,2.090610214240422465e+03,2.886105943780209600e+03,1.949556410576131611e+03
2.474457216646895176e+03,2.876853308342600030e+03,2.630767019236302531e+03,2.090610214240422465e+03,2.775053981337245204e+03,2.575390242172281432e+03
1.843772691958879022e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.630767019236302531e+03,2.230737784497279790e+03,2.090610214240422465e+03
1.843772691958879022e+03,2.775053981337245204e+03,3.202652083254196441e+03,3.514204683507564368e+03,3.391573763324318861e+03,3.447449766769610505e+03
3.304451410259551267e+03,2.332537111502635526e+03,2.230737784497279790e+03,2.774599523122894425e+03,2.528967692230947250e+03,3.148628546623771399e+03
1.949556410576131611e+03,1.949556410576131611e+03,2.230737784497279790e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.949556410576131611e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.310699156515045615e+03,3.478839917954726843e+03,3.684611394065740569e+03,3.269432812142328658e+03,3.816874638848778886e+03,4.148114028254794903e+03
2.774843905890881615e+03,2.090610214240422465e+03,2.994843362851951497e+03,3.647394161698035532e+03,2.886105943780209600e+03,2.775053981337245204e+03
2.090610214240422465e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.730932450044600046e+03,2.893044035846595762e+03,3.143307033775710806e+03,2.775053981337245204e+03,2.342185476692411612e+03,1.949556410576131611e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.949556410576131611e+03,1.473640151406104906e+03,2.090610214240422465e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.332537111502635526e+03,2.230737784497279790e+03,2.774843905890881615e+03,2.230737784497279790e+03,2.332537111502635526e+03,1.843772691958879022e+03
2.090610214240422465e+03,1.473640151406104906e+03,1.949556410576131611e+03,1.473640151406104906e+03,3.332482795250547497e+03,1.949556410576131611e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.843772691958879022e+03
3.052335945515568710e+03,3.032717147889102307e+03,2.230737784497279790e+03,1.843772691958879022e+03,2.528967692230947250e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,2.775053981337245204e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.473590915166926607e+03,1.949556410576131611e+03
1.473640151406104906e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.230737784497279790e+03,2.230737784497279790e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.629369010635785799e+03,2.474457216646895176e+03,1.473640151406104906e+03,2.876853308342600030e+03,2.774599523122894425e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.949556410576131611e+03,2.230737784497279790e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.474457216646895176e+03
2.474457216646895176e+03,1.949556410576131611e+03,1.843772691958879022e+03,3.159456785368984129e+03,2.584111170489343749e+03,3.388358798695839141e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.792494003184225903e+03,1.843772691958879022e+03,2.342185476692411612e+03
1.843772691958879022e+03,1.977096213853180871e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.934826161370746377e+03,2.686600843305591297e+03
1.473640151406104906e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.230737784497279790e+03,2.876853308342600030e+03,3.037112427329729144e+03,2.886105943780209600e+03,3.478839917954726843e+03,2.332537111502635526e+03
2.575094422648275213e+03,1.843772691958879022e+03,1.792494003184225903e+03,1.843772691958879022e+03,1.792494003184225903e+03,1.843772691958879022e+03
2.889778396670667462e+03,2.090610214240422465e+03,2.893044035846595762e+03,2.090610214240422465e+03,2.090610214240422465e+03,3.250427873629127134e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,3.052335945515568710e+03,1.843772691958879022e+03,3.437497086884382043e+03,2.893044035846595762e+03,3.829606018956307707e+03
2.994843362851951497e+03,2.090610214240422465e+03,2.629369010635785799e+03,1.949556410576131611e+03,2.474457216646895176e+03,2.888648756405968925e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.332537111502635526e+03,2.473590915166926607e+03,2.332537111502635526e+03,1.843772691958879022e+03,2.090610214240422465e+03
2.474457216646895176e+03,2.474457216646895176e+03,2.934826161370746377e+03,1.843772691958879022e+03,2.584111170489343749e+03,2.777386718516640940e+03
2.629369010635785799e+03,2.090610214240422465e+03,2.775053981337245204e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.876853308342600030e+03,2.090610214240422465e+03,2.575390242172281432e+03,3.470663218186738050e+03,2.528967692230947250e+03,2.342185476692411612e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,3.032717147889102307e+03,2.090610214240422465e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,2.342185476692411612e+03,1.843772691958879022e+03,1.473640151406104906e+03,2.528967692230947250e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.775053981337245204e+03,2.629369010635785799e+03,1.949556410576131611e+03,2.528967692230947250e+03,2.629369010635785799e+03,3.143307033775710806e+03
2.882655091555188847e+03,3.233411493920043540e+03,1.843772691958879022e+03,2.575094422648275213e+03,1.473640151406104906e+03,2.575094422648275213e+03
1.473640151406104906e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.230737784497279790e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,2.090610214240422465e+03,1.949556410576131611e+03,2.230737784497279790e+03,2.090610214240422465e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,3.052335945515568710e+03,1.843772691958879022e+03,1.949556410576131611e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.843772691958879022e+03,2.474457216646895176e+03,1.473640151406104906e+03,1.949556410576131611e+03,1.949556410576131611e+03,2.090610214240422465e+03
2.332537111502635526e+03,2.332537111502635526e+03,2.230737784497279790e+03,2.230737784497279790e+03,1.843772691958879022e+03,1.843772691958879022e+03
3.704196398550760932e+03,3.617536122042350144e+03,3.250427873629127134e+03,3.873186906700248073e+03,4.404236588105774899e+03,3.805995725556115758e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.470663218186738050e+03,3.647394161698035532e+03,3.143307033775710806e+03,2.473590915166926607e+03,2.332537111502635526e+03,3.463489238523810855e+03
2.584111170489343749e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,3.052335945515568710e+03,1.843772691958879022e+03
3.052335945515568710e+03,2.882655091555188847e+03,3.165704531624478477e+03,2.474457216646895176e+03,2.686600843305591297e+03,2.575094422648275213e+03
2.575094422648275213e+03,3.560128007067627550e+03,2.774843905890881615e+03,3.037112427329729144e+03,3.447449766769610505e+03,2.474457216646895176e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.893044035846595762e+03,2.629369010635785799e+03,2.775053981337245204e+03,1.949556410576131611e+03,1.473640151406104906e+03,2.332537111502635526e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,2.575094422648275213e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
3.037112427329729144e+03,3.269432812142328658e+03,3.391573763324318861e+03,3.647394161698035532e+03,3.571006920360289769e+03,3.931405345961663443e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.843772691958879022e+03,2.774843905890881615e+03,2.230737784497279790e+03,2.775053981337245204e+03,2.230737784497279790e+03,3.253642838257605945e+03
2.090610214240422465e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.332537111502635526e+03,1.949556410576131611e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.893044035846595762e+03,2.775053981337245204e+03,3.037112427329729144e+03,1.949556410576131611e+03,2.090610214240422465e+03
2.090610214240422465e+03,2.893044035846595762e+03,2.888648756405968925e+03,3.335697759879026307e+03,2.384208954936921600e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,2.730932450044600046e+03,3.052335945515568710e+03,1.473640151406104906e+03,2.777386718516640940e+03,2.384208954936921600e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,3.037112427329729144e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.230737784497279790e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.843772691958879022e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.941949466486224992e+03,2.332537111502635526e+03,2.090610214240422465e+03
2.888648756405968925e+03,3.253642838257605945e+03,3.361689911518455119e+03,2.473590915166926607e+03,2.230737784497279790e+03,2.332537111502635526e+03
2.090610214240422465e+03,1.843772691958879022e+03,2.775053981337245204e+03,2.090610214240422465e+03,1.949556410576131611e+03,2.630767019236302531e+03
1.843772691958879022e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.090610214240422465e+03,3.052335945515568710e+03,2.090610214240422465e+03,3.785535162211112038e+03,1.843772691958879022e+03,3.560128007067627550e+03
2.575390242172281432e+03,2.575390242172281432e+03,2.951913121396927636e+03,2.332537111502635526e+03,2.473590915166926607e+03,2.575390242172281432e+03
2.934826161370746377e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.629369010635785799e+03,2.775053981337245204e+03,2.090610214240422465e+03,2.984646300198735844e+03,2.775053981337245204e+03,2.473590915166926607e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.332537111502635526e+03,1.949556410576131611e+03,2.629369010635785799e+03,3.143307033775710806e+03,2.888648756405968925e+03,2.528967692230947250e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.886105943780209600e+03,2.332537111502635526e+03,2.332537111502635526e+03,2.876853308342600030e+03,2.090610214240422465e+03,3.704196398550760932e+03
2.575390242172281432e+03,3.253642838257605945e+03,2.716444045836572514e+03,2.090610214240422465e+03,3.143307033775710806e+03,3.816874638848778886e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.949556410576131611e+03,2.090610214240422465e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.949556410576131611e+03
1.949556410576131611e+03,1.843772691958879022e+03,2.629369010635785799e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.090610214240422465e+03
2.332537111502635526e+03,2.775053981337245204e+03,1.473640151406104906e+03,3.222583255174831720e+03,2.575094422648275213e+03,2.774599523122894425e+03
3.037112427329729144e+03,3.148628546623771399e+03,3.437497086884382043e+03,3.052335945515568710e+03,3.148628546623771399e+03,3.037112427329729144e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.775053981337245204e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,3.032717147889102307e+03,1.843772691958879022e+03,3.236315801899812868e+03,3.037112427329729144e+03,2.774599523122894425e+03
1.843772691958879022e+03,2.775053981337245204e+03,2.775053981337245204e+03,3.355442165262960771e+03,3.727806691950952882e+03,2.775053981337245204e+03
1.473640151406104906e+03,2.584111170489343749e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.774843905890881615e+03,1.949556410576131611e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.230737784497279790e+03,1.473640151406104906e+03,2.230737784497279790e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.893044035846595762e+03,2.230737784497279790e+03,2.775053981337245204e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03
3.749193488703390358e+03,3.887334489216466864e+03,2.575390242172281432e+03,2.473590915166926607e+03,2.090610214240422465e+03,1.473640151406104906e+03
4.754726502258260552e+03,4.046314701249439167e+03,4.029878387512175323e+03,4.465669991995669079e+03,3.470663218186738050e+03,4.588620228156921257e+03
2.342185476692411612e+03,1.473640151406104906e+03,3.310699156515045615e+03,1.949556410576131611e+03,2.775053981337245204e+03,2.775053981337245204e+03
2.090610214240422465e+03,2.230737784497279790e+03,2.473590915166926607e+03,3.037112427329729144e+03,2.886105943780209600e+03,2.332537111502635526e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.949556410576131611e+03,1.843772691958879022e+03,2.474457216646895176e+03,2.893044035846595762e+03,1.473640151406104906e+03,2.774843905890881615e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.250427873629127134e+03,3.134516474894458042e+03,3.253642838257605945e+03,3.202652083254196441e+03,3.423813661219241112e+03,3.148628546623771399e+03
1.949556410576131611e+03,2.090610214240422465e+03,2.332537111502635526e+03,2.230737784497279790e+03,1.949556410576131611e+03,2.090610214240422465e+03
2.629369010635785799e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.342185476692411612e+03,2.774843905890881615e+03,1.843772691958879022e+03,2.630767019236302531e+03,1.843772691958879022e+03,2.629369010635785799e+03
2.774843905890881615e+03,2.474457216646895176e+03,3.443308568733697939e+03,2.230737784497279790e+03,1.843772691958879022e+03,3.178461723882185652e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.332537111502635526e+03,2.886105943780209600e+03,2.230737784497279790e+03,2.332537111502635526e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.584111170489343749e+03,1.473640151406104906e+03
1.949556410576131611e+03,2.629369010635785799e+03,2.730932450044600046e+03,2.528967692230947250e+03,2.999238642292578334e+03,2.686600843305591297e+03
3.086445627204090670e+03,2.709059990727281729e+03,3.355442165262960771e+03,2.984646300198735844e+03,1.949556410576131611e+03,2.575390242172281432e+03
1.473640151406104906e+03,1.473640151406104906e+03,2.342185476692411612e+03,2.342185476692411612e+03,1.949556410576131611e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.774843905890881615e+03,2.730932450044600046e+03,1.843772691958879022e+03
2.629369010635785799e+03,2.342185476692411612e+03,1.949556410576131611e+03,2.775053981337245204e+03,2.342185476692411612e+03,2.342185476692411612e+03
2.090610214240422465e+03,3.148628546623771399e+03,2.888648756405968925e+03,3.437497086884382043e+03,3.148628546623771399e+03,3.887334489216466864e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
3.178461723882185652e+03,1.949556410576131611e+03,2.886105943780209600e+03,2.999238642292578334e+03,2.737845679713715072e+03,1.949556410576131611e+03
2.090610214240422465e+03,3.555060575624281228e+03,2.995046769709215368e+03,4.014488285658145287e+03,3.696416540765836544e+03,3.450947655000609302e+03
2.888648756405968925e+03,3.202652083254196441e+03,1.843772691958879022e+03,3.222583255174831720e+03,2.737845679713715072e+03,3.148628546623771399e+03
2.230737784497279790e+03,2.230737784497279790e+03,2.230737784497279790e+03,1.843772691958879022e+03,2.332537111502635526e+03,2.230737784497279790e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.470663218186738050e+03,3.391573763324318861e+03,3.727806691950952882e+03,3.148628546623771399e+03,3.361689911518455119e+03,4.285564682956977776e+03
2.332537111502635526e+03,2.332537111502635526e+03,1.843772691958879022e+03,2.775053981337245204e+03,1.843772691958879022e+03,3.263849599547547768e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.686600843305591297e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.474457216646895176e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.222583255174831720e+03,4.207694965329820661e+03,3.772803782103582307e+03,3.391573763324318861e+03,3.447449766769610505e+03,3.987659997581846255e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.949556410576131611e+03,2.090610214240422465e+03,1.949556410576131611e+03,2.090610214240422465e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.332537111502635526e+03,1.949556410576131611e+03,2.230737784497279790e+03,2.230737784497279790e+03,2.332537111502635526e+03,2.090610214240422465e+03
3.032717147889102307e+03,2.893044035846595762e+03,2.893044035846595762e+03,3.159456785368984129e+03,2.629369010635785799e+03,2.629369010635785799e+03
3.143307033775710806e+03,1.843772691958879022e+03,2.332537111502635526e+03,2.090610214240422465e+03,2.332537111502635526e+03,3.134516474894458042e+03
2.090610214240422465e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.949556410576131611e+03
3.143307033775710806e+03,2.774599523122894425e+03,3.037112427329729144e+03,2.090610214240422465e+03,2.230737784497279790e+03,1.949556410576131611e+03
3.345650439764254770e+03,2.888648756405968925e+03,2.775053981337245204e+03,1.843772691958879022e+03,2.777386718516640940e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.843772691958879022e+03
