# A,B,C,D,E,F
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.037112427329729144e+03,3.458328680062272724e+03,3.143307033775710806e+03,3.470663218186738050e+03,3.037112427329729144e+03,3.470663218186738050e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.332537111502635526e+03
2.941949466486224992e+03,2.575094422648275213e+03,2.474457216646895176e+03,2.575094422648275213e+03,1.843772691958879022e+03,3.222583255174831720e+03
1.949556410576131611e+03,1.843772691958879022e+03,1.949556410576131611e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.949556410576131611e+03
1.843772691958879022e+03,2.528967692230947250e+03,2.575094422648275213e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.949556410576131611e+03,2.775053981337245204e+03,1.843772691958879022e+03,2.629369010635785799e+03,2.528967692230947250e+03,1.949556410576131611e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.843772691958879022e+03,2.230737784497279790e+03,2.332537111502635526e+03,2.090610214240422465e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.575390242172281432e+03,2.575390242172281432e+03,3.580639244960081669e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.893044035846595762e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,3.134516474894458042e+03,2.332537111502635526e+03,2.332537111502635526e+03
2.230737784497279790e+03,3.361689911518455119e+03,3.148628546623771399e+03,2.332537111502635526e+03,3.250427873629127134e+03,3.423813661219241112e+03
2.090610214240422465e+03,1.949556410576131611e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.230737784497279790e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.949556410576131611e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.843772691958879022e+03
1.473640151406104906e+03,2.474457216646895176e+03,3.037112427329729144e+03,2.886105943780209600e+03,2.584111170489343749e+03,3.447449766769610505e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.473640151406104906e+03,2.090610214240422465e+03,2.934826161370746377e+03
2.774843905890881615e+03,2.384208954936921600e+03,2.584111170489343749e+03,3.032717147889102307e+03,3.052335945515568710e+03,2.332537111502635526e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.473640151406104906e+03,2.342185476692411612e+03
2.730932450044600046e+03,2.893044035846595762e+03,1.843772691958879022e+03,2.575094422648275213e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.777386718516640940e+03,2.629369010635785799e+03,2.893044035846595762e+03,1.949556410576131611e+03,2.474457216646895176e+03,2.888648756405968925e+03
2.090610214240422465e+03,3.037112427329729144e+03,3.388358798695839141e+03,3.478839917954726843e+03,3.612879142855003920e+03,3.692391251850664958e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.584111170489343749e+03,1.843772691958879022e+03
1.843772691958879022e+03,2.090610214240422465e+03,3.269432812142328658e+03,2.775053981337245204e+03,2.777386718516640940e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.737845679713715072e+03,2.230737784497279790e+03,3.052335945515568710e+03,3.470663218186738050e+03,2.886105943780209600e+03,2.774843905890881615e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.775053981337245204e+03,2.230737784497279790e+03,1.843772691958879022e+03,2.777386718516640940e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.629369010635785799e+03,2.090610214240422465e+03,1.949556410576131611e+03
2.999238642292578334e+03,2.090610214240422465e+03,3.159456785368984129e+03,2.893044035846595762e+03,1.949556410576131611e+03,1.843772691958879022e+03
2.528967692230947250e+03,1.949556410576131611e+03,2.775053981337245204e+03,2.230737784497279790e+03,2.090610214240422465e+03,2.876853308342600030e+03
1.718927641444784513e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.332537111502635526e+03
2.629369010635785799e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.949556410576131611e+03,2.777386718516640940e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.949556410576131611e+03,1.949556410576131611e+03,2.888648756405968925e+03,2.230737784497279790e+03,1.949556410576131611e+03
2.774843905890881615e+03,2.575094422648275213e+03,1.843772691958879022e+03,2.474457216646895176e+03,2.737845679713715072e+03,2.474457216646895176e+03
1.843772691958879022e+03,2.332537111502635526e+03,2.886105943780209600e+03,2.332537111502635526e+03,2.473590915166926607e+03,2.332537111502635526e+03
2.774843905890881615e+03,2.775053981337245204e+03,3.253642838257605945e+03,2.777386718516640940e+03,3.143307033775710806e+03,1.473640151406104906e+03
2.774843905890881615e+03,3.143307033775710806e+03,3.368863891181383224e+03,3.423813661219241112e+03,2.886105943780209600e+03,2.994843362851951497e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.629369010635785799e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.775053981337245204e+03,1.843772691958879022e+03,2.774843905890881615e+03
1.843772691958879022e+03,2.882655091555188847e+03,2.775053981337245204e+03,3.335697759879026307e+03,2.777386718516640940e+03,3.727806691950952882e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.629369010635785799e+03,2.777386718516640940e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.774843905890881615e+03,2.774843905890881615e+03,2.230737784497279790e+03,2.775053981337245204e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.843772691958879022e+03,2.528967692230947250e+03,1.843772691958879022e+03,2.384208954936921600e+03,2.342185476692411612e+03,2.528967692230947250e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,1.843772691958879022e+03,2.774599523122894425e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.384208954936921600e+03,1.843772691958879022e+03,2.384208954936921600e+03,2.775053981337245204e+03,2.342185476692411612e+03,2.090610214240422465e+03
3.816874638848778886e+03,3.580639244960081669e+03,4.046314701249439167e+03,3.704196398550760932e+03,4.225057512474518262e+03,3.987659997581846255e+03
2.230737784497279790e+03,2.584111170489343749e+03,3.639614303913111144e+03,1.843772691958879022e+03,2.686600843305591297e+03,2.230737784497279790e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.775053981337245204e+03,2.090610214240422465e+03,3.245106360781066542e+03,2.332537111502635526e+03,2.090610214240422465e+03,3.032717147889102307e+03
1.843772691958879022e+03,2.528967692230947250e+03,2.775053981337245204e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.090610214240422465e+03
2.090610214240422465e+03,1.949556410576131611e+03,2.332537111502635526e+03,2.230737784497279790e+03,2.230737784497279790e+03,2.575094422648275213e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.332537111502635526e+03,1.949556410576131611e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.630767019236302531e+03,2.332537111502635526e+03,2.230737784497279790e+03,2.575390242172281432e+03,2.230737784497279790e+03,3.037112427329729144e+03
3.143307033775710806e+03,2.575390242172281432e+03,3.138911754335084879e+03,1.473640151406104906e+03,2.775053981337245204e+03,2.090610214240422465e+03
2.230737784497279790e+03,1.843772691958879022e+03,2.230737784497279790e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.052335945515568710e+03,2.332537111502635526e+03,3.245106360781066542e+03,2.876853308342600030e+03,2.888648756405968925e+03,2.774599523122894425e+03
2.876853308342600030e+03,2.876853308342600030e+03,2.886105943780209600e+03,2.090610214240422465e+03,3.052335945515568710e+03,3.143307033775710806e+03
1.473640151406104906e+03,2.777386718516640940e+03,1.473640151406104906e+03,2.876398850128250160e+03,2.775053981337245204e+03,2.474457216646895176e+03
3.134516474894458042e+03,2.888648756405968925e+03,2.473590915166926607e+03,2.774843905890881615e+03,2.090610214240422465e+03,2.090610214240422465e+03
2.230737784497279790e+03,2.332537111502635526e+03,2.730932450044600046e+03,1.949556410576131611e+03,2.629369010635785799e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.949556410576131611e+03,1.949556410576131611e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.774843905890881615e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,2.528967692230947250e+03,2.528967692230947250e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.730932450044600046e+03,2.934826161370746377e+03,2.893044035846595762e+03,2.629369010635785799e+03,2.775053981337245204e+03,1.843772691958879022e+03
1.949556410576131611e+03,1.843772691958879022e+03,3.159456785368984129e+03,1.843772691958879022e+03,2.893044035846595762e+03,3.250427873629127134e+03
2.528967692230947250e+03,2.090610214240422465e+03,2.774843905890881615e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
2.999238642292578334e+03,1.843772691958879022e+03,1.843772691958879022e+03,3.052335945515568710e+03,1.843772691958879022e+03,3.222583255174831720e+03
1.843772691958879022e+03,1.473640151406104906e+03,2.777386718516640940e+03,2.090610214240422465e+03,1.473640151406104906e+03,2.730932450044600046e+03
2.629369010635785799e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.473640151406104906e+03
2.230737784497279790e+03,1.843772691958879022e+03,1.949556410576131611e+03,2.332537111502635526e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,1.843772691958879022e+03,3.165704531624478477e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.777386718516640940e+03
2.575094422648275213e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.090610214240422465e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.949556410576131611e+03,1.843772691958879022e+03,2.230737784497279790e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.230737784497279790e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.843772691958879022e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.816874638848778886e+03,3.388358798695839141e+03,2.230737784497279790e+03,4.183765355951622951e+03,1.843772691958879022e+03,3.842337399063837438e+03
1.843772691958879022e+03,1.949556410576131611e+03,1.949556410576131611e+03,1.843772691958879022e+03,2.774843905890881615e+03,2.090610214240422465e+03
1.949556410576131611e+03,2.230737784497279790e+03,1.949556410576131611e+03,2.332537111502635526e+03,2.230737784497279790e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.949556410576131611e+03,2.384208954936921600e+03,1.843772691958879022e+03,2.775053981337245204e+03,1.843772691958879022e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.230737784497279790e+03,2.886105943780209600e+03,1.949556410576131611e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.528967692230947250e+03,2.629369010635785799e+03,2.342185476692411612e+03,1.843772691958879022e+03
1.473640151406104906e+03,2.342185476692411612e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.090610214240422465e+03,3.202652083254196441e+03,1.843772691958879022e+03,2.575094422648275213e+03,1.843772691958879022e+03,2.528967692230947250e+03
3.250427873629127134e+03,3.470663218186738050e+03,2.332537111502635526e+03,3.032717147889102307e+03,3.202652083254196441e+03,3.037112427329729144e+03
2.090610214240422465e+03,1.949556410576131611e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.230737784497279790e+03,1.843772691958879022e+03
2.716444045836572514e+03,2.575390242172281432e+03,2.332537111502635526e+03,2.332537111502635526e+03,2.716444045836572514e+03,2.473590915166926607e+03
2.090610214240422465e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.332537111502635526e+03,2.332537111502635526e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.384208954936921600e+03,2.730932450044600046e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.384208954936921600e+03,2.584111170489343749e+03,1.843772691958879022e+03,2.575094422648275213e+03,1.843772691958879022e+03,2.730932450044600046e+03
2.090610214240422465e+03,2.090610214240422465e+03,2.230737784497279790e+03,1.949556410576131611e+03,2.473590915166926607e+03,2.716444045836572514e+03
2.090610214240422465e+03,2.332537111502635526e+03,2.332537111502635526e+03,2.332537111502635526e+03,3.134516474894458042e+03,2.332537111502635526e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.843772691958879022e+03,2.474457216646895176e+03,1.949556410576131611e+03,2.893044035846595762e+03,1.949556410576131611e+03
1.473640151406104906e+03,1.843772691958879022e+03,2.090610214240422465e+03,3.040094534409294283e+03,1.473640151406104906e+03,1.843772691958879022e+03
3.143307033775710806e+03,3.250427873629127134e+03,3.423813661219241112e+03,2.876853308342600030e+03,3.037112427329729144e+03,3.138911754335084879e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,2.332537111502635526e+03,2.090610214240422465e+03,1.949556410576131611e+03,2.230737784497279790e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.584111170489343749e+03,1.949556410576131611e+03,1.843772691958879022e+03,2.774843905890881615e+03,1.473640151406104906e+03,2.332537111502635526e+03
1.949556410576131611e+03,2.528967692230947250e+03,2.230737784497279790e+03,2.332537111502635526e+03,2.876853308342600030e+03,2.999238642292578334e+03
1.843772691958879022e+03,2.090610214240422465e+03,1.949556410576131611e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.090610214240422465e+03
3.728361895525500586e+03,3.236315801899812868e+03,2.332537111502635526e+03,3.457241492268316506e+03,3.134516474894458042e+03,2.886105943780209600e+03
1.843772691958879022e+03,2.332537111502635526e+03,2.473590915166926607e+03,1.843772691958879022e+03,1.473640151406104906e+03,2.090610214240422465e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.949556410576131611e+03,2.090610214240422465e+03
2.775053981337245204e+03,2.332537111502635526e+03,2.999238642292578334e+03,3.138911754335084879e+03,3.784010669023686205e+03,2.474457216646895176e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.886105943780209600e+03,3.612879142855003920e+03,3.545594834692679797e+03,3.134516474894458042e+03,4.324514403663751182e+03,3.391573763324318861e+03
1.949556410576131611e+03,2.775053981337245204e+03,3.423813661219241112e+03,3.310699156515045615e+03,3.134516474894458042e+03,2.999238642292578334e+03
1.473640151406104906e+03,1.843772691958879022e+03,2.474457216646895176e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
3.590591924845310132e+03,2.984646300198735844e+03,3.704196398550760932e+03,3.143307033775710806e+03,3.794190578856020693e+03,3.470663218186738050e+03
2.876853308342600030e+03,2.876853308342600030e+03,2.775053981337245204e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.332537111502635526e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.775053981337245204e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.792494003184225903e+03,2.342185476692411612e+03,2.584111170489343749e+03,1.473640151406104906e+03,2.342185476692411612e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.629369010635785799e+03,2.876853308342600030e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,2.090610214240422465e+03,1.843772691958879022e+03
2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.949556410576131611e+03
1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.949556410576131611e+03,2.230737784497279790e+03,2.090610214240422465e+03,2.090610214240422465e+03,2.230737784497279790e+03,2.473590915166926607e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,2.342185476692411612e+03,1.843772691958879022e+03,1.949556410576131611e+03,2.230737784497279790e+03,1.473640151406104906e+03
2.994843362851951497e+03,2.575390242172281432e+03,2.716444045836572514e+03,3.470663218186738050e+03,2.876398850128250160e+03,2.332537111502635526e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.230737784497279790e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.342185476692411612e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,2.474457216646895176e+03,2.090610214240422465e+03,2.575094422648275213e+03,2.889778396670667462e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.090610214240422465e+03
2.090610214240422465e+03,2.575390242172281432e+03,2.332537111502635526e+03,2.332537111502635526e+03,2.332537111502635526e+03,2.716444045836572514e+03
1.843772691958879022e+03,2.999238642292578334e+03,2.882655091555188847e+03,2.889778396670667462e+03,1.843772691958879022e+03,2.474457216646895176e+03
1.949556410576131611e+03,2.090610214240422465e+03,2.090610214240422465e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.090610214240422465e+03
2.230737784497279790e+03,2.473590915166926607e+03,3.437497086884382043e+03,2.473590915166926607e+03,2.474457216646895176e+03,3.250427873629127134e+03
1.949556410576131611e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
3.134516474894458042e+03,2.473590915166926607e+03,3.134516474894458042e+03,3.682438571965437404e+03,3.704196398550760932e+03,3.905452616745349587e+03
1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.342185476692411612e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.949556410576131611e+03,2.332537111502635526e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.949556410576131611e+03
1.843772691958879022e+03,3.143307033775710806e+03,2.090610214240422465e+03,3.361689911518455119e+03,2.332537111502635526e+03,2.090610214240422465e+03
1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.949556410576131611e+03,1.792494003184225903e+03
1.843772691958879022e+03,2.575094422648275213e+03,1.843772691958879022e+03,3.304451410259551267e+03,1.949556410576131611e+03,1.949556410576131611e+03
2.090610214240422465e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.949556410576131611e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03
2.528967692230947250e+03,2.090610214240422465e+03,2.230737784497279790e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03
1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.843772691958879022e+03,3.143307033775710806e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.474457216646895176e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.843772691958879022e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
2.474457216646895176e+03,1.949556410576131611e+03,1.949556410576131611e+03,1.949556410576131611e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.843772691958879022e+03,2.777386718516640940e+03,2.777386718516640940e+03
1.949556410576131611e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.955833581990552375e+03,4.079136654176517368e+03,3.162464704598727621e+03,4.156080138396241637e+03,3.842337399063837438e+03,5.310634945880297892e+03
1.843772691958879022e+03,2.342185476692411612e+03,1.843772691958879022e+03,2.090610214240422465e+03,1.473640151406104906e+03,2.090610214240422465e+03
1.949556410576131611e+03,2.230737784497279790e+03,2.332537111502635526e+03,3.780795704395207395e+03,1.949556410576131611e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.949556410576131611e+03
1.949556410576131611e+03,2.882655091555188847e+03,1.843772691958879022e+03,3.148628546623771399e+03,2.775053981337245204e+03,2.332537111502635526e+03
1.949556410576131611e+03,2.230737784497279790e+03,1.843772691958879022e+03,2.332537111502635526e+03,1.843772691958879022e+03,2.090610214240422465e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03,1.473640151406104906e+03
3.437497086884382043e+03,2.999238642292578334e+03,2.584111170489343749e+03,1.949556410576131611e+03,2.090610214240422465e+03,2.090610214240422465e+03
2.090610214240422465e+03,1.843772691958879022e+03,1.843772691958879022e+03,1.843772691958879022e+03,2.090610214240422465e+03,2.876853308342600030e+03
